dataset,sentenceid,sentence,category,sub_cat,polarity,aspect_term
15_rest_train,1718513:3,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",AMBIENCE,GENERAL,positive,back garden sitting area
15_rest_train,1718513:1,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",FOOD,QUALITY,positive,spicy Italian cheese
15_rest_train,1718513:1,"The pesto pizza was excellent, thin-crust pizza with a nice amount of spicy Italian cheese that I'd never heard of before.",FOOD,QUALITY,positive,pesto pizza
15_rest_train,1719567:2,We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,FOOD,QUALITY,positive,sauce
15_rest_train,1718513:0,"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",FOOD,QUALITY,positive,food
15_rest_train,1713185:2,And the Tom Kha soup was pathetic.,FOOD,QUALITY,negative,Tom Kha soup
15_rest_train,1713185:1,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",FOOD,QUALITY,negative,spice
15_rest_train,1713185:1,"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",FOOD,QUALITY,negative,food
15_rest_train,1713185:0,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",AMBIENCE,GENERAL,positive,place
15_rest_train,1713185:0,"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",FOOD,QUALITY,negative,food
15_rest_train,1710746:6,I had a huge pastrami sandwich on a roll.,FOOD,STYLE_OPTIONS,neutral,pastrami sandwich on a roll
15_rest_train,1710746:4,"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",FOOD,STYLE_OPTIONS,negative,burgers
15_rest_train,1713185:3,If you want good authentic Thai this place is not the place to go.,FOOD,QUALITY,negative,Thai
15_rest_train,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD,QUALITY,positive,assorted sashimi
15_rest_train,1719567:4,We waited at the bar and had martinis that were just right.,DRINKS,QUALITY,positive,martinis
15_rest_train,1723402:1,it's the only place you can get yummy authentic japanese comfort food.,FOOD,QUALITY,positive,japanese comfort food
15_rest_train,1726427:1,"We are very particular about sushi and were both please with every choice which included: ceviche mix (special), crab dumplings, assorted sashimi, sushi and rolls, two types of sake, and the banana tempura.",FOOD,QUALITY,positive,ceviche mix (special)
15_rest_train,1726427:0,The service was excellent and the food was delicious.,FOOD,QUALITY,positive,food
15_rest_train,1726427:0,The service was excellent and the food was delicious.,SERVICE,GENERAL,positive,service
15_rest_train,1726001:1,"The freshest, best variety, and the fastest delivery.",SERVICE,GENERAL,positive,delivery
15_rest_train,1723658:3,I'm glad I was introduced to this place and this is a rare gem in NY.,RESTAURANT,GENERAL,positive,place
15_rest_train,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",FOOD,QUALITY,positive,pistachio ice cream
15_rest_train,1723402:0,love the food.,FOOD,QUALITY,positive,food
15_rest_train,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",FOOD,QUALITY,positive,large whole shrimp
15_rest_train,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",FOOD,QUALITY,positive,lamb sausages
15_rest_train,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",FOOD,QUALITY,positive,dishes
15_rest_train,1723658:1,"Great food, good size menu, great service and an unpretensious setting.",AMBIENCE,GENERAL,positive,setting
15_rest_train,1723658:1,"Great food, good size menu, great service and an unpretensious setting.",SERVICE,GENERAL,positive,service
15_rest_train,1723658:1,"Great food, good size menu, great service and an unpretensious setting.",FOOD,STYLE_OPTIONS,positive,menu
15_rest_train,1723658:1,"Great food, good size menu, great service and an unpretensious setting.",FOOD,QUALITY,positive,food
15_rest_train,1723658:0,I've lived in NY for 5 years and this place has it all.,RESTAURANT,GENERAL,positive,place
15_rest_train,1723658:2,"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",FOOD,QUALITY,positive,sardines with biscuits
15_rest_train,503807:5,The service was friendly and the atmosphere was casual.,SERVICE,GENERAL,positive,service
15_rest_train,624715:2,People are always friendly.,SERVICE,GENERAL,positive,People
15_rest_train,503807:6,The restaurant is a bit noisy but that is something that can be overlooked once you sit down and enjoy a great meal,FOOD,QUALITY,positive,meal
15_rest_train,720418:1,The owner truly caters to all your needs.,SERVICE,GENERAL,positive,owner
15_rest_train,720418:0,Great Indian food and the service is incredible.,SERVICE,GENERAL,positive,service
15_rest_train,720418:0,Great Indian food and the service is incredible.,FOOD,QUALITY,positive,Indian food
15_rest_train,717570:5,The staff there is very attentive and down to earth.,SERVICE,GENERAL,positive,staff
15_rest_train,717570:4,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,FOOD,QUALITY,positive,chocolate bread pudding
15_rest_train,717570:4,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,FOOD,QUALITY,positive,crabmeat lasagna
15_rest_train,717570:3,The portions are small but being that the food was so good makes up for that.,FOOD,QUALITY,positive,food
15_rest_train,720418:4,Great food and the prices are very reasonable.,FOOD,QUALITY,positive,food
15_rest_train,717570:3,The portions are small but being that the food was so good makes up for that.,FOOD,STYLE_OPTIONS,negative,portions
15_rest_train,717570:2,The food was delicious but do not come here on a empty stomach.,FOOD,QUALITY,positive,food
15_rest_train,717570:1,The decor is very simple but comfortable.,AMBIENCE,GENERAL,positive,decor
15_rest_train,713152:1,"I got the $10 10-piece dim sum combo, every bite of which was great.",FOOD,QUALITY,positive,$10 10-piece dim sum combo
15_rest_train,713152:0,"Excellent dumplings served amid clean, chic decor.",AMBIENCE,GENERAL,positive,decor
15_rest_train,713152:0,"Excellent dumplings served amid clean, chic decor.",FOOD,QUALITY,positive,dumplings
15_rest_train,709294:5,Staff is very accomodating.,SERVICE,GENERAL,positive,Staff
15_rest_train,709294:3,"The portion sizes here are huge, and the sushi is good.",FOOD,QUALITY,positive,sushi
15_rest_train,717570:2,The food was delicious but do not come here on a empty stomach.,FOOD,STYLE_OPTIONS,negative,food
15_rest_train,709294:3,"The portion sizes here are huge, and the sushi is good.",FOOD,STYLE_OPTIONS,positive,portion sizes
15_rest_train,720620:1,The food here does a great service to the name (Cantonese that is...).,FOOD,QUALITY,positive,food
15_rest_train,720620:3,This dish is my favorite and I always get it when I go there and never get tired of it.,FOOD,QUALITY,positive,dish
15_rest_train,737999:4,A great place to meet up for some food and drinks...  ,RESTAURANT,MISCELLANEOUS,positive,place
15_rest_train,737999:3,Atmosphere is nice and relaxed too...,AMBIENCE,GENERAL,positive,Atmosphere
15_rest_train,737999:2,Always good drinks and service is pretty good;,SERVICE,GENERAL,positive,service
15_rest_train,737999:2,Always good drinks and service is pretty good;,DRINKS,QUALITY,positive,drinks
15_rest_train,737999:0,Consistently good Japanese Tapas.,FOOD,QUALITY,positive,Japanese Tapas
15_rest_train,735448:3,even the wine by the glass was good.,DRINKS,QUALITY,positive,wine by the glass
15_rest_train,735448:2,"good music, great food, speedy service affordable prices.",SERVICE,GENERAL,positive,service
15_rest_train,720620:2,I fell in love with the egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork.,FOOD,QUALITY,positive,egg noodles in the beef broth with shrimp dumplings and slices of BBQ roast pork
15_rest_train,735448:2,"good music, great food, speedy service affordable prices.",FOOD,QUALITY,positive,food
15_rest_train,735448:1,"whoever the jazz duo was, they were on POINT.",AMBIENCE,GENERAL,positive,jazz duo
15_rest_train,720620:8,Big Wong is a great place to eat and fill your stomach.,RESTAURANT,GENERAL,positive,Big Wong
15_rest_train,720620:6,Service is not what you are coming here for...,SERVICE,GENERAL,negative,Service
15_rest_train,720620:5,Simply some good tasting Chinese food at incredible prices...,FOOD,PRICES,positive,Chinese food
15_rest_train,720620:4,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",FOOD,QUALITY,positive,Ow Ley Soh
15_rest_train,720620:4,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",FOOD,QUALITY,positive,congee
15_rest_train,735448:2,"good music, great food, speedy service affordable prices.",AMBIENCE,GENERAL,positive,music
15_rest_train,737999:5,Yakitori (bbq meats) is tasty too.,FOOD,QUALITY,positive,Yakitori (bbq meats)
15_rest_train,709294:2,Indoor was very cozy and cute.,AMBIENCE,GENERAL,positive,Indoor
15_rest_train,709294:0,My roommate and I LOVE this place.,RESTAURANT,GENERAL,positive,place
15_rest_train,680345:1,I really recommend the very simple Unda (Egg) rolls.,FOOD,QUALITY,positive,Unda (Egg) rolls
15_rest_train,680345:0,This is an amazing place to try some roti rolls.,FOOD,QUALITY,positive,roti rolls
15_rest_train,657129:5,My fav was the sassy lassi...,DRINKS,QUALITY,positive,sassy lassi
15_rest_train,657129:4,"Ask for Usha, the nicest bartender in manhattan.",SERVICE,GENERAL,positive,Usha
15_rest_train,657129:3,the drinks are amazing and half off till 8pm.,DRINKS,PRICES,positive,drinks
15_rest_train,657129:0,go here for the drinks!,DRINKS,QUALITY,positive,drinks
15_rest_train,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.",FOOD,QUALITY,positive,spices
15_rest_train,632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",SERVICE,GENERAL,positive,service
15_rest_train,632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",AMBIENCE,GENERAL,positive,vibe
15_rest_train,632121:2,"The food is amazing, rich pastas and fresh doughy pizza.",FOOD,QUALITY,positive,pizza
15_rest_train,632121:2,"The food is amazing, rich pastas and fresh doughy pizza.",FOOD,STYLE_OPTIONS,positive,pastas
15_rest_train,632121:2,"The food is amazing, rich pastas and fresh doughy pizza.",FOOD,QUALITY,positive,food
15_rest_train,632121:1,The jukebox plays everything from Italian Opera to The Strokes.,AMBIENCE,GENERAL,positive,jukebox
15_rest_train,630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.",FOOD,QUALITY,positive,desert
15_rest_train,630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.",SERVICE,GENERAL,positive,service
15_rest_train,632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",SERVICE,GENERAL,positive,owner
15_rest_train,709294:1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",AMBIENCE,GENERAL,positive,outdoor seating
15_rest_train,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.",FOOD,QUALITY,positive,onions
15_rest_train,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.",FOOD,QUALITY,positive,roti
15_rest_train,707917:2,Rao's has the best service and atmosphere in NYC.,AMBIENCE,GENERAL,positive,atmosphere
15_rest_train,707917:2,Rao's has the best service and atmosphere in NYC.,SERVICE,GENERAL,positive,service
15_rest_train,707917:0,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,RESTAURANT,GENERAL,positive,Rao's
